"","p_values_bf_null_both_correct","p_values_bf_null_bdoor_correct_f1_violated","p_values_bf_null_bdoor_correct_f3_violated","p_values_bf_null_fdoor_correct_b1_violated"
"1",0.696408929576384,0.909444622258365,0.428076840632434,0.0481340646496744
"2",0.677845066956624,0.90883162827842,0.18729288703055,0.427949697345442
"3",0.390311427301744,0.809025311329403,0.133384999284218,0.292622052531578
"4",0.197507902246402,0.652935036690097,0.0145967530862479,0.403647929835142
"5",0.569397888074682,0.794872512169643,0.829298373322684,0.0914805994322469
"6",0.992224197584803,0.638264745807302,0.154348174311052,0.785472459900799
"7",0.785604407175302,0.751086050983713,0.0347654614576896,0.124499544927077
"8",0.845335012533723,0.813180948731094,0.390922713005095,0.284940522463769
"9",0.986506936759526,0.798469198592624,0.860227871949765,0.617822878360242
"10",0.361972391852225,0.434352360455764,0.244447241709367,0.596843149308744
"11",0.898743251416834,0.618360553671095,0.477401222397405,0.579331005355122
"12",0.791896472647164,0.915486960048399,0.172250933610929,0.020052325280335
"13",0.450287096213886,0.755455293839028,0.861361172786148,0.118254834677199
"14",0.649866167991157,0.936486578752868,0.840936333413722,0.838675091924867
"15",0.903518084964729,0.659083894196167,0.237735474313502,0.63327718532005
"16",0.555142983209466,0.944217734122888,0.195498484398108,0.680836701430688
"17",0.602156218238651,0.973791401933764,0.228358013589375,0.309555813907916
"18",0.608477691460068,0.582753104397204,0.65581123729589,0.98349452061896
"19",0.988663269213243,0.185445428648578,0.788113993452468,0.570787603530458
"20",0.526095534182575,0.429943552505975,0.765115993526636,0.881241946170326
"21",0.514869755322584,0.493812401326893,0.459968334528334,0.872289591093557
"22",0.179470308486969,0.977783156595855,0.601511797074113,0.37465654848104
"23",0.677995757804931,0.830776828512512,0.419988237218729,0.761044430619575
"24",0.674771767813906,0.642672213629724,0.689800369034679,0.317278899004116
"25",0.955760998796978,0.877773222169924,0.165171184913441,0.215192409467525
"26",0.904162576082041,0.56130437311007,0.759730730737709,0.351076247745834
"27",0.443727201980282,0.165815803078595,0.44230240578141,0.286247053018512
"28",0.394901409805359,0.810547216658087,0.294245028373562,0.810680854021386
"29",0.487605834554922,0.599289509426831,0.874486124455965,0.0720070313004123
"30",0.991365901117001,0.986115051154395,0.317236740301938,0.121505940725464
"31",0.972056958365742,0.896712122464765,0.372040984605287,0.445925469371563
"32",0.769813110668732,0.708661330135499,0.117093332296035,0.449514111067642
"33",0.67776652900027,0.942773282959204,0.655478270732901,0.0637315330593854
"34",0.887710836853417,0.83271932360269,0.424068406688203,0.203642191604452
"35",0.897580732222668,0.67538692196394,0.572784015143641,0.484532399183549
"36",0.936916115616544,0.502435250863087,0.0907550654363336,0.7752967646561
"37",0.938058504260231,0.499524433685035,0.113035852399129,0.298194040028976
"38",0.602655120158503,0.889026309210884,0.427650020297092,0.0208792949954562
"39",0.103760757084777,0.905471515038185,0.458320336588504,0.714740959046644
"40",0.687779089470364,0.190104282998897,0.162340348758603,0.441774767301211
"41",0.794704532603982,0.919960283512348,0.992396004084449,0.968039322522999
"42",0.985129011103623,0.555671316816761,0.44680564576034,0.250351374273964
"43",0.968534826386954,0.862564759012799,0.614695628534908,0.325897981894159
"44",0.834418648512824,0.596851403860858,0.851717239395124,0.698248612752929
"45",0.952880537303375,0.894549272309975,0.326641498130689,0.459818959118563
"46",0.811518970526422,0.809864597244075,0.0442626030250718,0.0434231218504862
"47",0.457926131416314,0.776534172327253,0.0733222153000789,0.20878609393077
"48",0.664227488901961,0.920595141203445,0.814320375903742,0.775158914639383
"49",0.7777111511094,0.714300449753626,0.207342857534308,0.0257457058499075
"50",0.682722066352055,0.88643083912608,0.869325990628362,0.0719035688707468
"51",0.970020309345321,0.716862444699239,0.299939763028056,0.667842290395345
"52",0.539985883179216,0.844370376827465,0.510920824903107,0.261560133779967
"53",0.425339550764095,0.407232760078964,0.536250924110295,0.481605583019954
"54",0.434562966918871,0.797043584532091,0.28474563004598,0.418590435785091
"55",0.882982003666507,0.843398261762886,0.665372043662758,0.714708148917393
"56",0.687056063280224,0.541798073165962,0.607842372416786,0.174289199801232
"57",0.970590798245382,0.891819188423148,0.965858232145933,0.855861277019737
"58",0.932186118198206,0.976007831956289,0.456444385478152,0.895236943489157
"59",0.799892475066476,0.843460087759864,0.810273302970899,0.0887388952730648
"60",0.718371896426918,0.939831387843973,0.78625302540412,0.949122975246448
"61",0.833827638863443,0.834736822193355,0.387715032578127,0.852913137932942
"62",0.89212556280389,0.408534334520532,0.986654095755396,0.813590890471647
"63",0.801309797499905,0.939310169078839,0.931335343121549,0.613601484199558
"64",0.903148215431631,0.746857283766441,0.456204519372738,0.793269399938154
"65",0.695019376668915,0.910118944485018,0.413950315946354,0.755359441705521
"66",0.848220607802348,0.65903151460413,0.890166677188412,0.337526066446452
"67",0.93660975621397,0.742190111298102,0.796915894844676,0.139664557892348
"68",0.468884441928854,0.733535360406267,0.563076661419844,0.607730559880683
"69",0.423819962143123,0.590748203801833,0.5873104785113,0.962296813726887
"70",0.473985996376836,0.860887527087173,0.856536327274767,0.1273125911407
"71",0.749959452046377,0.963014653904342,0.550792616679923,0.23663152404434
"72",0.876218668847605,0.797666217236378,0.738069783568837,0.861191510126408
"73",0.118691386612714,0.98141933709535,0.120379204194428,0.655043449409706
"74",0.720151631102529,0.796496647930308,0.338504686831866,0.0521206512426986
"75",0.515396883187731,0.773234668795969,0.101318633685359,0.375158002055055
"76",0.822463275850933,0.600323167693356,0.278922071587761,0.77450739191082
"77",0.988921191028374,0.809267989152437,0.715837705128832,0.732364926032655
"78",0.8695828823307,0.934784771304502,0.224064566706429,0.6252270122774
"79",0.612077864902935,0.611080489759677,0.234276732184549,0.83473198894687
"80",0.744074030486995,0.300553991321893,0.997566506425649,0.184943336622755
"81",0.988553793950882,0.343530659683779,0.697193945175253,0.527756585137267
"82",0.696213720711816,0.859068172733972,0.915648401442059,0.479675763641627
"83",0.306014615668384,0.729522358603355,0.834827384272995,0.589969093588669
"84",0.931751478408694,0.40263038343133,0.0130389651037743,0.20114789171105
"85",0.803950988975405,0.236172849555396,0.57517370415958,0.748253961219021
"86",0.973944924881796,0.377143584852789,0.20953437052867,0.383422650707869
"87",0.649308764751384,0.647511784390481,0.0776218185573243,0.482015854209435
"88",0.953142641179724,0.607390796370209,0.305450683269308,0.3401579215207
"89",0.895476422411012,0.710345466618247,0.430409362113124,0.728284523338992
"90",0.999604827844506,0.805037915308079,0.286352461721181,0.198545633483152
"91",0.912603874059704,0.882706285055107,0.171376648290843,0.530349846251066
"92",0.802973384498671,0.275865106016611,0.901359001416791,0.793552443052161
"93",0.903052567792348,0.959047780399373,0.546846055695013,0.305798744281285
"94",0.849680953104515,0.681400415851917,0.52145141936801,0.391503107122955
"95",0.913725977836935,0.787984537587663,0.708689152959153,0.175279100249863
"96",0.638636539534237,0.751446517958807,0.145715230572811,0.953409111970906
"97",0.918275638062603,0.224991619803971,0.530728645063737,0.800274299188255
"98",0.986414837434593,0.964914221348479,0.538509399854054,0.775485933407575
"99",0.515063412128254,0.9781292814683,0.0266416523108395,0.561944492590952
"100",0.317625322151539,0.783272864919,0.2276223347026,0.107151074367271
"101",0.539596600889289,0.888120531127224,0.0247033706386417,0.285559944683992
"102",0.676003411918018,0.562467013659549,0.27322064951527,0.0331875165891421
"103",0.745082183672502,0.544870491322656,0.207635657019832,0.760884638915167
"104",0.64241200593336,0.349197269528453,0.98807486799214,0.867840997051293
"105",0.728030733115049,0.726987450239574,0.536753846168412,0.888177134221335
"106",0.865928439042229,0.624946557442439,0.908333329379777,0.512076958591048
"107",0.596256388037761,0.791654340952526,0.714704381118631,0.535762380491708
"108",0.8451865838525,0.877823498374881,0.341669777316956,0.0121400384952175
"109",0.682851468719156,0.832175262326661,0.650915207188576,0.888354540455161
"110",0.857079205355169,0.986781510568223,0.742265911581768,0.565673862096106
"111",0.614085180418988,0.610682420262271,0.614870963744609,0.18414240885485
"112",0.456436439721109,0.88433328167914,0.633150533058617,0.832588745805345
"113",0.785834929635493,0.931188677220876,0.172782518233437,0.683542815905705
"114",0.683993576725558,0.42724709914211,0.66440463418996,0.172315283897965
"115",0.641847468461227,0.978635733752201,0.383888273767382,0.113111076168886
"116",0.211987303904887,0.894006176757463,0.658297027276215,0.368116502615825
"117",0.772424641471606,0.865965850396641,0.531409380872678,0.774042820886501
"118",0.877087627829115,0.678280619332533,0.585918443487854,0.118992105639616
"119",0.357638569739137,0.669858115479638,0.701959468821138,0.625431822735559
"120",0.816985348060222,0.987400433924798,0.885592202350396,0.0772906261534295
"121",0.534350172750669,0.234487283185097,0.145779388129968,0.265861309960985
"122",0.937948068821598,0.53223296295696,0.0731960328284096,0.707948860468745
"123",0.455476511034254,0.971278589688202,0.0409608130931087,0.734359939527541
"124",0.698151300250436,0.727092807448662,0.664817476077585,0.12614556764722
"125",0.85493255523548,0.989699158443268,0.934071799499026,0.0537118920132639
"126",0.725357371790838,0.354955626074148,0.114841554717247,0.629269050359651
"127",0.832125965727332,0.482096028337975,0.437196304861882,0.970639248069199
"128",0.675210236865564,0.620379874438432,0.0565118976131202,0.382619910703974
"129",0.525290460374457,0.926342512631817,0.41967922064132,0.0838338186810376
"130",0.731970488126721,0.792329169609523,0.321084194667087,0.0666101016877848
"131",0.566951284868826,0.745124675608798,0.942678848807972,0.538306028021936
"132",0.892719117999726,0.870214352006993,0.0245174495223739,0.0404002339689193
"133",0.9922371673528,0.827290970763768,0.37851303199452,0.1484048740855
"134",0.685410786220426,0.875729555511977,0.260468408810196,0.891699147535492
"135",0.638628447553194,0.884147248162568,0.70620743532225,0.0398407042713332
"136",0.638416249765753,0.444825886927754,0.163235871629689,0.432810437054281
"137",0.336581051216649,0.984053929741401,0.821988736159761,0.10489352539975
"138",0.88437720589646,0.31518153705383,0.485057460945511,0.792921365571974
"139",0.67662965419852,0.817728437144164,0.704741442404312,0.0904285711414445
"140",0.472229630530818,0.906337929348304,0.0389471962795697,0.608354991204819
"141",0.102553217531729,0.672589843143044,0.179480761192004,0.0960094370959037
"142",0.60783323275284,0.918595892622631,0.315548180266552,0.0345120985071864
"143",0.799124776488914,0.738678185552188,0.480122056522179,0.976351608129035
"144",0.831018093637635,0.643633951320599,0.778514243954155,0.75831457184078
"145",0.331509668068204,0.888137255844713,0.78825544302247,0.411801760131706
"146",0.664460433101109,0.90436914553938,0.303381417988493,0.682949911880298
"147",0.649291421001205,0.491944312667473,0.198541431530684,0.866937125937995
"148",0.45459237753901,0.692287493952435,0.112335759668296,0.563953025034901
"149",0.861437823490204,0.695860740465493,0.261934557869291,0.766235652049141
"150",0.601111500303621,0.936307302972522,0.124598678480163,0.029952199806276
"151",0.837867584456353,0.630914120253075,0.982511527981939,0.945125205478106
"152",0.78021882352635,0.277039465860647,0.477178075109561,0.761109613123215
"153",0.334779726973355,0.933461707603659,0.312726227045388,0.55236693853384
"154",0.408066656851369,0.81186537096877,0.506678712562702,0.870252310796624
"155",0.593875039871991,0.967822053437376,0.759061196774359,0.204894953441052
"156",0.913289001745861,0.564235332796772,0.0734161043875642,0.0109287467008591
"157",0.784255280465971,0.742481557283478,0.849440131938174,0.631348577092271
"158",0.980976972978419,0.605716506312506,0.361837205946258,0.892846394617672
"159",0.441251216667381,0.340259364244175,0.756131734361763,0.0516930132124596
"160",0.499893748378379,0.923283685783535,0.940094633616754,0.262209488550459
"161",0.795954101933765,0.569081773270155,0.986760896917078,0.365270715329752
"162",0.503826943229617,0.802229873818511,0.411724036739985,0.303582866068141
"163",0.801267446830878,0.673115606089609,0.938716535587743,0.296228458852463
"164",0.84581060906455,0.815690028601045,0.174714851845357,0.708609051221274
"165",0.79490019482303,0.830908702777158,0.706969280671413,0.901323464879444
"166",0.6864399051073,0.518629278187222,0.408607721884202,0.576175467518779
"167",0.834829761311229,0.413316738905293,0.558181603405316,0.0875131186584165
"168",0.834745490854652,0.991593366320882,0.387771649771504,0.240692839633891
"169",0.880507237277558,0.997447623045763,0.103751463222049,0.39324356562223
"170",0.622441409514373,0.566530311034534,0.650237692107742,0.0681074684446781
"171",0.707215913162894,0.828316569691302,0.130623235965525,0.024410744663031
"172",0.60397080810222,0.983108950607811,0.825769443958805,0.237150061596834
"173",0.594466321628953,0.931198032058595,0.313728644096897,0.116623862913443
"174",0.579544074064317,0.960716412897961,0.00367720176256033,0.4559656735883
"175",0.903992567614367,0.99943849975615,0.928568041461888,0.33725987033735
"176",0.844418901575108,0.752659691276736,0.476514741771955,0.227744141209547
"177",0.739033282373284,0.715540117249727,0.708119449191774,0.97189834966029
"178",0.8762330305867,0.463394793023509,0.0217450205305642,0.395196891010744
"179",0.592167481013876,0.771198274176879,0.20986692957165,0.281581413135679
"180",0.70865522792561,0.451711517439154,0.962809272180201,0.0209756673858016
"181",0.787152291611701,0.841880397957822,0.232120846201415,0.0125002117263815
"182",0.88881847865097,0.340939854921989,0.139822536402293,0.890064012589794
"183",0.981121467958933,0.296544839842991,0.411810831784452,0.717949977049079
"184",0.477508464671095,0.575254378840919,0.403547969599767,0.303554310379198
"185",0.683291296241126,0.964845691627339,0.735222781023291,0.557617791902419
"186",0.537362053465106,0.156175482907436,0.93957750778618,0.150653852925426
"187",0.616772061345439,0.844135484203349,0.299781012055366,0.104294244356373
"188",0.901197266052067,0.427596327669734,0.370008587613227,0.314212269632436
"189",0.924770656964332,0.693163412680323,0.279956202033361,0.291627132876176
"190",0.733313564668098,0.350451585733881,0.286771739684937,0.0462379821430062
"191",0.947920729050695,0.770583440242546,0.857757521650384,0.623038467626977
"192",0.625283831992946,0.770292457251859,0.455798835580154,0.683959830492435
"193",0.999099126945047,0.698726588174841,0.596853893946353,0.729545092341575
"194",0.489511501964381,0.974006502252592,0.242872644544251,0.415965438649541
"195",0.620295153622507,0.920372995444318,0.191973042240987,0.447921707425891
"196",0.629830019646877,0.901733446021261,0.613204102705658,0.0347829447265595
"197",0.594050971989754,0.722527006880012,0.370370690081034,0.235688968743739
"198",0.9289549073142,0.951193115511432,0.725806341993184,0.456709248409013
"199",0.68717069771685,0.743737265975933,0.324185876120159,0.599918820982611
"200",0.580530822696766,0.296074734369317,0.178941056093278,0.68252037443655
"201",0.778981697735285,0.560626736369436,0.819698277368184,0.804031084288792
"202",0.660454345135157,0.95390021225254,0.189744970250874,0.100433445068247
"203",0.226587274291129,0.987401720253122,0.66890060291016,0.132064994428055
"204",0.396291965897807,0.543555607775466,0.986506578304461,0.313624890435604
"205",0.648602063511307,0.507775998254402,0.245383676145113,0.621791437087371
"206",0.618521158866115,0.257225761393263,0.573538995324645,0.165942158787809
"207",0.574203522967451,0.990805869356175,0.92157124711128,0.936574632290608
"208",0.969729795634284,0.315328460632983,0.321096093278529,0.400865858442431
"209",0.456134956566997,0.573206662158746,0.33564620501274,0.57410523046153
"210",0.111846198724829,0.72995111112041,0.768668093418817,0.321700088300936
"211",0.727152753705928,0.877366006028656,0.0472377452892266,0.920037927922303
"212",0.514834022771527,0.813450550403527,0.788168474466033,0.0750364287058564
"213",0.674514709296773,0.28254127291436,0.319340457980298,0.792867997545411
"214",0.36300930821084,0.899188655276664,0.225600121247883,0.293094181428846
"215",0.585112799910592,0.893225357478093,0.863722789948794,0.479947265252898
"216",0.736697447410348,0.685771475203903,0.66849714133886,0.40980414477155
"217",0.912721750919956,0.273617892244082,0.637384839013523,0.0272009209130621
"218",0.849118612972035,0.921755006455735,0.096294686572923,0.715790766606817
"219",0.920594203514227,0.384748290115956,0.605241539547538,0.560162882504174
"220",0.86251641506282,0.997883406221086,0.286848162944222,0.448444508734157
"221",0.653842302415566,0.161964333995715,0.565253110178411,0.225381203861782
"222",0.682767056143337,0.561136032462125,0.260579887511023,0.783993368767369
"223",0.910548145079858,0.609106377430167,0.120622355121522,0.846974839064972
"224",0.809133938729428,0.420942221422808,0.861896130128167,0.66543110579671
"225",0.388908881539239,0.601101368167841,0.823404811619783,0.69400068958242
"226",0.544681774657575,0.720506966769506,0.138135706620061,0.28664485591104
"227",0.955250965486718,0.810665567454167,0.34718836537328,0.967378784891455
"228",0.868993166764584,0.386054207737487,0.813830379557863,0.959390271464217
"229",0.83124391891379,0.373474409996031,0.968031014558953,0.532061445854935
"230",0.434264274025898,0.382689729578824,0.3361046862286,0.130495823089887
"231",0.584164553791639,0.514141177433146,0.429821023582245,0.0319382998194155
"232",0.529049791257017,0.927338822781665,0.648633037713045,0.653522599209528
"233",0.871529912055909,0.855373568947877,0.0174557030676027,0.988549706650115
"234",0.554488334520397,0.343476495492351,0.254714071813179,0.346359728987833
"235",0.877120489332918,0.591665325834341,0.651832731425296,0.0811988890941084
"236",0.798856376098481,0.70945316219243,0.80343880352703,0.253027715496506
"237",0.168143634796123,0.82002295453546,0.425573601545792,0.0762296773079681
"238",0.7012152322566,0.686238186867245,0.103323459327396,0.249512562543699
"239",0.827570825181528,0.780628806334038,0.214176218096372,0.316600619492429
"240",0.951003868999682,0.941035512253606,0.0730253117951015,0.60369565654971
"241",0.652062461726242,0.95932859914251,0.166879712629496,0.521430437015857
"242",0.788801718445508,0.0881084709975696,0.545262969276146,0.441232635974952
"243",0.93977448202116,0.614654639417768,0.853689494991698,0.670834923762903
"244",0.298277722919493,0.441732349853962,0.0558820862075222,0.0843620474789449
"245",0.204926750228725,0.892601946438784,0.713768985521295,0.656527640847848
"246",0.211330438325846,0.925987585004776,0.626305210500881,0.872273625579
"247",0.693124634847955,0.601442721740633,0.83169738063274,0.0128218719160996
"248",0.523720685374855,0.865319420030797,0.579362551489786,0.700793648983483
"249",0.405410978917439,0.866066047047475,0.796056601366943,0.795626104650979
"250",0.261912649152595,0.646689604682041,0.949797430989242,0.503798523345772
"251",0.237815286108797,0.978720861717595,0.326800811922587,0.777838348247979
"252",0.269763974770785,0.940790504954546,0.0594693682319046,0.126006285820178
"253",0.459311413127561,0.8691217433129,0.548894804027805,0.391140553301538
"254",0.800301495430715,0.551119216334325,0.198934233112571,0.127157013844201
"255",0.930036921479234,0.857385324469882,0.159920568890369,0.832385222115098
"256",0.963007666481668,0.892293262173031,0.794286939184501,0.353942268527343
"257",0.632388563809929,0.356513045576046,0.225441216498703,0.207288802930631
"258",0.414149596613989,0.716332259336327,0.374305059635596,0.476162984378428
"259",0.769327493921674,0.480609814225443,0.0584260653622848,0.155063007265853
"260",0.157273580707116,0.895791613398148,0.21811193327199,0.728800517823841
"261",0.860564060057989,0.662119417029714,0.0233426333862077,0.183813078657135
"262",0.525342127289726,0.788013007279791,0.163559619170242,0.674256136308406
"263",0.803550348515557,0.846909848891807,0.525079153390599,0.555205455558058
"264",0.43493888085696,0.487472881698846,0.936718202132307,0.609421348996912
"265",0.892851818281452,0.384245352583329,0.520573290939083,0.845452995320031
"266",0.659505669500491,0.840475204641635,0.862917133933152,0.259493867485765
"267",0.535344102589759,0.713402381782913,0.773999308365244,0.262708070239638
"268",0.520889377556178,0.598242611890382,0.266232986578855,0.44368515688199
"269",0.43769944473717,0.900729742143178,0.234888009170511,0.507563517017594
"270",0.134218640204018,0.989610412531592,0.240904482367044,0.111424810325589
"271",0.6447403376558,0.755268658272491,0.640991322358253,0.247761297908022
"272",0.383730932855389,0.302180132132266,0.551414155971269,0.0763376450339103
"273",0.625617146451353,0.934454106078706,0.0447135865660283,0.651663700743026
"274",0.66398959924389,0.721563459126982,0.644774481942302,0.250040746700594
"275",0.81575416297926,0.365142875222804,0.978586103651275,0.295728395060307
"276",0.609116637233357,0.444805299117494,0.606704482120286,0.446327831667478
"277",0.801681168149019,0.773258755028853,0.847044368659425,0.474670882953577
"278",0.467254327900691,0.763392535682752,0.256810677901292,0.60282588159483
"279",0.896844480739937,0.938532606246889,0.58063718711772,0.710271044274
"280",0.791180596375315,0.51340907158088,0.756302354274368,0.0209428366760346
"281",0.541862774669098,0.315087339983018,0.763187107386903,0.835675977045585
"282",0.556663831276602,0.650069959177245,0.494785603393486,0.0570025223287307
"283",0.555879925323998,0.656177800210392,0.0795228330464487,0.726437246111311
"284",0.391755055499086,0.339059684553453,0.197702455389822,0.663379451130259
"285",0.752450398733257,0.559485547032614,0.716214126015493,0.272502278458527
"286",0.948159713994821,0.854037804816303,0.706165393709582,0.48578240645466
"287",0.755016549173106,0.595240214952742,0.454321620336842,0.271575092952649
"288",0.4875129569072,0.957582867994075,0.253695315050661,0.198840306226592
"289",0.933643694844227,0.652599917545301,0.951683886879233,0.901950148367777
"290",0.61238232664207,0.670553014466629,0.346042220773173,0.206547189115616
"291",0.672634176636244,0.612825477506212,0.0339500105898217,0.163953689887727
"292",0.777445549710593,0.80361193121316,0.230397378817878,0.24521112209135
"293",0.625992825584867,0.463344312590231,0.0158888957253037,0.425581239084592
"294",0.994735168701767,0.742749349439642,0.835822901679901,0.19406416451235
"295",0.246363367116971,0.584228254729508,0.53502432153771,0.781832101316913
"296",0.825416158839375,0.943425583242571,0.828935285791531,0.284870412219648
"297",0.135727716344612,0.865562591467636,0.17303240130264,0.708569025861073
"298",0.102832071520215,0.560593910675248,0.320528765118838,0.614524639639852
"299",0.141083240964064,0.802569432475923,0.225765663690881,0.805521611461016
"300",0.859538431800645,0.778588162012346,0.117701437907268,0.344803967255112
"301",0.432808313737583,0.884990170404161,0.389573722213362,0.0422110636952752
"302",0.929301727149703,0.989213805149017,0.60772893261534,0.577564360231849
"303",0.901133803419457,0.396596145970892,0.0354247653863607,0.818812504198782
"304",0.999191069899435,0.472181836313879,0.705104877780719,0.10642993718885
"305",0.753662976122889,0.351658416805859,0.376265076829101,0.826207194706783
"306",0.97847514695174,0.622839842165428,0.657330131838435,0.380980845703198
"307",0.653694296174926,0.287383724177642,0.183720093875064,0.680353538961402
"308",0.819333466415082,0.339451460104469,0.0801650289764185,0.712655382111897
"309",0.296203138398942,0.984491429981667,0.500029956770844,0.103664338161193
"310",0.950840859077836,0.599758086283184,0.868104825909796,0.0209373788178095
"311",0.824802549116494,0.922676614919916,0.492824858384022,0.85975299106203
"312",0.97689631533655,0.806256165771298,0.91529892281852,0.628279453490169
"313",0.82702164561477,0.927684641166174,0.708381521550127,0.721324380116224
"314",0.776993210119755,0.587476432127452,0.588991840249476,0.934733439121151
"315",0.989830560525643,0.26331372480522,0.41774199402963,0.94701361870828
"316",0.78337898483349,0.555738583373953,0.0504520438442002,0.853498977194708
"317",0.545401152071587,0.946566454354728,0.239412447080865,0.648529276213606
"318",0.499469005779389,0.722377480110547,0.737233952696156,0.885655069744532
"319",0.991202764110612,0.746319243441937,0.586256329357266,0.884481770368206
"320",0.933311135261794,0.841232204298201,0.779861108063506,0.515646096924756
"321",0.542825481171943,0.615674951292118,0.500307925278886,0.241249376556637
"322",0.655175552827732,0.884627477701283,0.254910786583034,0.0645450858048351
"323",0.921386595611611,0.973177585466812,0.811327712710651,0.36802387211548
"324",0.882912708335092,0.750580119683918,0.387287948625006,0.899602145562346
"325",0.504808189398314,0.782448108508153,0.794177298312176,0.189211061223291
"326",0.527516180289303,0.676771223206015,0.941136256122589,0.185429499159145
"327",0.967128847929404,0.914993695474302,0.599139600038688,0.236560837873256
"328",0.562283450523735,0.73672756046391,0.845265297279256,0.549514998323023
"329",0.954320699394077,0.341727113907085,0.265216222022115,0.875754670697112
"330",0.544306647100344,0.928366728303742,0.156597387782343,0.979009965934853
"331",0.93406841147457,0.963543364177388,0.571222446544288,0.329552037119794
"332",0.907293713680272,0.917742967933525,0.175041256027018,0.106746737207054
"333",0.91689738131212,0.294688071802231,0.460543023458283,0.287162994617298
