"","p_values_bi_null_both_correct","p_values_bi_null_bdoor_correct_i3_violated","p_values_bi_null_iv_correct_b2_violated","p_values_bi_null_iv_correct_b1_violated"
"1",0.799892265895896,0.655649560416783,0.822510473257128,0.958851876087571
"2",0.814593283643926,0.723260940247454,0.841754486951981,0.998608278181607
"3",0.51867406901812,0.594361413985317,0.204322533298987,0.551841150222383
"4",0.767031081533419,0.947789085676986,0.0808963906321063,0.498599729593232
"5",0.993319227865713,0.855585216857682,0.733725539279679,0.608862237579406
"6",0.880750777194061,0.690602406679675,0.787230174941652,0.817906166197998
"7",0.779028775075798,0.856236414110463,0.0769349210312002,0.235906510761082
"8",0.520213838384601,0.956999213412757,0.703032493347364,0.830721594382957
"9",0.605917834926059,0.615703489209823,0.274584386931635,0.904334253795547
"10",0.76634637814132,0.868471005591557,0.526279053888217,0.829383566935018
"11",0.790655083727442,0.740662535733471,0.528998772388657,0.735225808851359
"12",0.955638910084118,0.856131758055994,0.671771368362829,0.170017176870766
"13",0.510569685210486,0.999219547439279,0.181669393026253,0.313274549141664
"14",0.893845526178772,0.794755027453285,0.0140268726817072,0.79529557601788
"15",0.799112743591353,0.980620283863828,0.617297353762056,0.892280251592213
"16",0.614257733052365,0.639410986463638,0.89171236571418,0.205146948142365
"17",0.461732169785471,0.815275903460892,0.900153527243439,0.166225692261085
"18",0.837305664486163,0.68112898006836,0.737386465969349,0.0332097470477857
"19",0.855754995835705,0.936449625437121,0.366687208666566,0.863628585202543
"20",0.672104950996072,0.862231175702488,0.605798982751024,0.274601351061667
"21",0.315754693919536,0.844300055102228,0.0748749973795669,0.341712101554248
"22",0.36956297753685,0.298995340459818,0.386474040172476,0.520646243940175
"23",0.230640575984315,0.87146436061179,0.464933235018745,0.45742348325979
"24",0.567838869487122,0.774430333102916,0.536858119926243,0.385010036371108
"25",0.854377083199545,0.662856564673996,0.983549266272443,0.729356755893159
"26",0.363225450844027,0.424084637985848,0.467306285851467,0.36767983162884
"27",0.779653614527083,0.64456147437574,0.886830900016261,0.235944238284191
"28",0.830338750546724,0.476098684033655,0.527111452225491,0.279000071648147
"29",0.928732440095531,0.334229318749626,0.826809181395207,0.618133434097243
"30",0.959206766121168,0.607724479775018,0.511247626099262,0.136855302478275
"31",0.889094994021542,0.996612609631335,0.98648313852703,0.405965720064148
"32",0.990394812980294,0.856972519870284,0.187175260331595,0.519568788074202
"33",0.534499716077353,0.824020483543316,0.738529314311257,0.333730413400489
"34",0.955152227671414,0.678438206325309,0.811755404917172,0.899945652654816
"35",0.817787174955999,0.467161440632871,0.835517761874234,0.549571962688052
"36",0.954431333415058,0.782067293823247,0.0862321712813703,0.00866961166034374
"37",0.610109245063427,0.943484545622726,0.164540580060874,0.111713120994671
"38",0.986757264785295,0.380196631788099,0.214674398364443,0.0956995073568307
"39",0.759372079802782,0.448150420850514,0.530959929861291,0.17236877112572
"40",0.970158655459811,0.935256287743835,0.657241985005774,0.119010553970824
"41",0.615294420351685,0.485556910463354,0.0705603246200312,0.246032655682214
"42",0.83925588659696,0.50760889951816,0.232988807068202,0.681687540995045
"43",0.845496284791754,0.768592272189971,0.739143446335779,0.658876448508022
"44",0.980048949404246,0.408141611366653,0.291033735454985,0.669323808155426
"45",0.635880942970037,0.469734525289986,0.526904831880383,0.664326151562575
"46",0.652147074633628,0.725480198951554,0.509129339512826,0.593614275973238
"47",0.678725070299472,0.905832621537836,0.93834462158138,0.194040527050112
"48",0.737015635393898,0.930128935522932,0.0721506985833021,0.856131654229279
"49",0.399391717342316,0.683697956439933,0.10405477597412,0.222540602613765
"50",0.878932717659297,0.542436717039479,0.175826850551432,0.0421242410403874
"51",0.792975714349221,0.988450493035066,0.503617182473489,0.618446791716833
"52",0.512734886420207,0.777305616598212,0.142354291949787,0.941532271596443
"53",0.774543519165657,0.349288139067922,0.814685130044683,0.567923686855123
"54",0.862516630021296,0.999916902557152,0.477016735711718,0.423819287874841
"55",0.686305562558328,0.973321847370661,0.534252184490567,0.506291248089104
"56",0.572640032691111,0.567670024697549,0.351511258401867,0.69263506714305
"57",0.740508892111266,0.973156034444973,0.800742880895182,0.996401096606821
"58",0.992322907126261,0.677945534195863,0.474098482344055,0.467636086518815
"59",0.688293075337252,0.824337090957605,0.971226777926343,0.979758252734069
"60",0.831050962248419,0.490103100094944,0.0299198799918514,0.795782313063012
"61",0.959757956482209,0.786921475386594,0.868166473574608,0.329577654705575
"62",0.275178099567376,0.893606814671332,0.446796353466605,0.481801345223975
"63",0.898429945763418,0.346459147168351,0.648629406883027,0.855383490444917
"64",0.730706643947898,0.72477309224885,0.815419680401722,0.0479233143323856
"65",0.801082965190751,0.938027829495804,0.622727240016404,0.63137377522945
"66",0.794198840605389,0.712022924822603,0.247479894623814,0.628738755509303
"67",0.807995760131425,0.964289139714282,0.87376361361447,0.284491419537746
"68",0.925662544820455,0.54269331644382,0.273197281890236,0.86414843229481
"69",0.752461110895307,0.995572494421041,0.262862528178879,0.153105339342688
"70",0.446070286337754,0.974267277104323,0.948216874819814,0.493171620010795
"71",0.651074760120804,0.75564151960923,0.302822514912363,0.355477217147782
"72",0.924976804147788,0.696252704977137,0.0895875214519075,0.460729858833371
"73",0.922245942442433,0.956692375202126,0.443168788697403,0.768355383150176
"74",0.686910429748005,0.795138966347732,0.981099546745982,0.49136066095128
"75",0.89315604458564,0.878846463978043,0.531598710598059,0.294397124021177
"76",0.558511137300154,0.931750361824692,0.975694202213648,0.934448417278605
"77",0.537552358215075,0.94936428587495,0.123512058387763,0.378264379732403
"78",0.585636445728241,0.873919635702777,0.503630050328473,0.724404356260981
"79",0.770349290351144,0.499979817937818,0.396924803075241,0.817208055399712
"80",0.903642882626918,0.741864326968276,0.830980026264895,0.779913084432312
"81",0.528207728905796,0.906834329395195,0.192039204614731,0.0607931687641479
"82",0.592574046418529,0.695441429575536,0.549067441911047,0.69527222760047
"83",0.802646130164636,0.633919495571799,0.266644322280586,0.390985927818908
"84",0.618384260616953,0.62015465161497,0.365168692701929,0.277950984663832
"85",0.945357096727171,0.927753347648594,0.465685834332235,0.378717020529971
"86",0.689899193281848,0.748696235989873,0.908499702986003,0.0441616268650565
"87",0.688993940113046,0.361768585142512,0.635662183857535,0.0842944989393103
"88",0.729550906663041,0.281666736013545,0.351644186196076,0.07040545908082
"89",0.833044078482568,0.65335617183884,0.360580530959072,0.47523846932023
"90",0.152911471947684,0.362699350213855,0.783588903465139,0.301659617128757
"91",0.778043843707263,0.5197578509774,0.898916320379324,0.0556461301094337
"92",0.433451017762432,0.499878538671639,0.842984184932086,0.234131892260947
"93",0.843492091846476,0.575537854992118,0.69637841967247,0.0619303386690191
"94",0.322354383902903,0.677252146681696,0.523277863095313,0.155952747310802
"95",0.599872371067663,0.887189145593199,0.0183415981923318,0.252721116448445
"96",0.663414415479769,0.955459752019549,0.482667539468439,0.150781945738316
"97",0.843535537704864,0.716093218227035,0.707129702457843,0.857537944279753
"98",0.259082129435389,0.755566087354972,0.672326766148755,0.124632432429846
"99",0.559192404538655,0.70714641076034,0.897664071272094,0.841243003656113
"100",0.810250678666154,0.498514564935523,0.567560333881822,0.260026383025057
"101",0.245764531264916,0.995231937513274,0.360923034413661,0.282491605621971
"102",0.382247101914561,0.436003437268494,0.274020452306169,0.409799421270403
"103",0.927447244508092,0.485993779201515,0.553432463746547,0.978912868710828
"104",0.895558488546539,0.806235786519041,0.828884906280465,0.318016565126435
"105",0.567066637678599,0.755793158288267,0.51998299438456,0.258725188804332
"106",0.564943032797396,0.852787250893722,0.230805246709906,0.722100446224778
"107",0.72382154600935,0.980314655572866,0.992015457597528,0.22127055851575
"108",0.779017612645923,0.608140589038073,0.229595336445415,0.834955244254928
"109",0.836032383419168,0.550113620512481,0.00629906444051435,0.903947916784122
"110",0.961583818040162,0.835164628331878,0.833098820835091,0.871029154582032
"111",0.890752445670486,0.888286334182385,0.271352496433215,0.715122895894819
"112",0.785273885381285,0.707237440493432,0.573580794159096,0.563002189469975
"113",0.965498739588025,0.345890251098198,0.493888835313169,0.0741973179577421
"114",0.663874826711296,0.654508982766147,0.934079399296121,0.242696309240746
"115",0.571403410339358,0.896639338847077,0.689831093123239,0.024227945813634
"116",0.847167878644136,0.929375773711292,0.382052999869446,0.460234206722033
"117",0.389887537658597,0.27013720646835,0.388729695652058,0.74227006439769
"118",0.822491989009333,0.704793402813288,0.934900495125491,0.717522329475606
"119",0.558067575845286,0.710041256978508,0.521140698851372,0.446738564853838
"120",0.857396761630231,0.920197234292111,0.953412842625254,0.141126603579818
"121",0.911647666030061,0.571123189485716,0.182802818661848,0.0433862786167577
"122",0.0670828715537088,0.430843645949368,0.632087022596262,0.649776291176338
"123",0.267198151921475,0.848124731722342,0.228413481280324,0.0461070173187507
"124",0.45067891148309,0.633560688743788,0.443698329808408,0.796796559450982
"125",0.358146292804977,0.681884946023693,0.886337410011795,0.51233276969491
"126",0.950647418174911,0.685459992832576,0.34657619788331,0.406079837300472
"127",0.770836883661589,0.385444250512039,0.188938281062275,0.704364877413581
"128",0.726406102955301,0.577823269040187,0.195941875565399,0.627593274035902
"129",0.640594653475492,0.547778677461535,0.452483846280493,0.298279797330702
"130",0.74389314531706,0.768273750535961,0.837477160696684,0.0465609139323589
"131",0.754621510452315,0.764103847962378,0.0579408771797961,0.0268858391008578
"132",0.783916033013684,0.98290086286627,0.260509211854858,0.599530730226945
"133",0.38430553771337,0.947500705675371,0.397584939101214,0.690931638173102
"134",0.803452873530921,0.639885200192668,0.0420659481571982,0.523216912785442
"135",0.812457508207559,0.834802130566515,0.705352938813945,0.326312873482018
"136",0.391929254671084,0.551864648563567,0.850526098937196,0.144622264259263
"137",0.494152893817062,0.941217836627351,0.995904832534825,0.490946498728294
"138",0.694753281692482,0.65982513818073,0.722284122926773,0.445037787773296
"139",0.282051990418467,0.996208686691624,0.959799517188275,0.409520801504522
"140",0.311811512649935,0.37571582565806,0.2260376921588,0.0516108818171003
"141",0.498044017623134,0.537635896130812,0.0461357802978775,0.981225276048221
"142",0.598770026366403,0.866157206200114,0.722965081232996,0.591120894662752
"143",0.828470399907921,0.269951893109846,0.326711813982812,0.106949598597653
"144",0.765310454020129,0.921608849551583,0.417229252358667,0.838759940179758
"145",0.991094822499519,0.873686149963495,0.441231558684446,0.940668808984435
"146",0.673900806555642,0.941663662829732,0.392525199369326,0.288228718945826
"147",0.654500476929509,0.581833034664446,0.984150905435045,0.156618239498328
"148",0.341775245929125,0.746518080392074,0.238707675000794,0.682759771680038
"149",0.943669925011966,0.556161962017427,0.676841845632301,0.10696487948972
"150",0.944234203093396,0.691846566013965,0.0716124873004813,0.187681959681767
"151",0.907812449893685,0.653925129027241,0.702872300080139,0.736697412657219
"152",0.934016743443771,0.325588990446233,0.576065144829193,0.0278210906871752
"153",0.502693099903677,0.956741350064803,0.370512135782628,0.380238517929028
"154",0.90251617081497,0.857897008003927,0.493260720868354,0.394945917690426
"155",0.675175797299249,0.96118131920868,0.725616173447416,0.516174589627059
"156",0.992500658503389,0.671115039077797,0.734117796168056,0.51720114312381
"157",0.674278239455344,0.503214166645132,0.469254279489015,0.687206874633705
"158",0.917698571427734,0.818566762667593,0.930778448261837,0.68844307785802
"159",0.543968602800015,0.937618200102982,0.997567017386125,0.31625752252231
"160",0.720295374495578,0.739143193368624,0.295337933632488,0.718006504492368
"161",0.780203211965356,0.921073004684588,0.169212552571688,0.769562013937656
"162",0.871996390570277,0.881118730369121,0.431705867803674,0.44689992966132
"163",0.94334136087009,0.600703744548863,0.90601877200163,0.816746176278883
"164",0.853278565700165,0.565621611828121,0.416678092076144,0.369748742231009
"165",0.701065775831554,0.91377606041927,0.455791725746145,0.258045387635889
"166",0.620770285847037,0.620756889775322,0.699889678138832,0.540870210617735
"167",0.760193744042031,0.523871894238384,0.565656727428669,0.175317140783172
"168",0.750888035817043,0.511104677182941,0.738913145097013,0.803218671193506
"169",0.795137511402453,0.558864769910074,0.911122125544603,0.577611839763414
"170",0.779640771596719,0.850878139768682,0.236115611570625,0.79877475786853
"171",0.663896081241771,0.953452650179348,0.315967062587523,0.16275784749916
"172",0.538354372388571,0.524046488882825,0.515411583594129,0.0264268727086046
"173",0.497479158605534,0.612136622065868,0.332035976463089,0.614093330112637
"174",0.839485119165904,0.282200002744271,0.490953796558743,0.395845179040473
"175",0.323764239299875,0.6605311447412,0.130315204172926,0.247821102618894
"176",0.782354231493641,0.759083606378838,0.317333383424201,0.738803376437098
"177",0.404879594164819,0.7614747972945,0.362406018771048,0.847761643411495
"178",0.845187308774947,0.977975692251999,0.8430876886172,0.164233280626905
"179",0.73314127566444,0.824294736244498,0.238176387491739,0.78052550048484
"180",0.714696664169678,0.874151512051289,0.698421377467926,0.507953759930314
"181",0.495797835381731,0.373131820366788,0.379211516626283,0.806706349172816
"182",0.790366066680307,0.849118492037309,0.704716898106709,0.383275854196625
"183",0.873414339605021,0.502148021252594,0.822973959504194,0.312179635314959
"184",0.870235176948758,0.875709466984323,0.829179841827221,0.583750856365924
"185",0.532218124314845,0.937692635602154,0.677971486582472,0.161576151515956
"186",0.953317044446118,0.791396664384648,0.60205687997492,0.301486349851208
"187",0.843375910843804,0.881961163399151,0.742636884991252,0.986378062835171
"188",0.262109668370244,0.890166543859574,0.437582185377904,0.592879315694284
"189",0.410997434261888,0.901683893686219,0.672179301238485,0.798387252204424
"190",0.967757203987443,0.759259948352844,0.865803502043336,0.400584741016722
"191",0.618608308312789,0.723425178805224,0.433946621953003,0.384249175405887
"192",0.588228907770087,0.776338041326157,0.240370120325904,0.016761151618925
"193",0.670366902870903,0.904729315675936,0.730662987269909,0.536443479596493
"194",0.584006606806625,0.892160245743275,0.397905821307092,0.336847513656029
"195",0.886901780138048,0.913960710111146,0.216801428097067,0.386693960105441
"196",0.812775899663199,0.812344244697023,0.921969831932691,0.349044045692906
"197",0.875733703372737,0.798646777298886,0.387330844803126,0.0295499619774582
"198",0.866888313624847,0.964984761501668,0.122671290240571,0.154164339364146
"199",0.895962696882518,0.582823275046931,0.719720215244713,0.553634651070672
"200",0.505930998150646,0.813682953101263,0.649050940140198,0.876920051047782
"201",0.369361369434053,0.662197785693125,0.692005375651729,0.272545076217426
"202",0.985889768342111,0.904453475037994,0.354757422180814,0.736642813623971
"203",0.832965790393783,0.6717730256793,0.483524159696444,0.59878992361277
"204",0.230117004593617,0.928144519531029,0.458002794007479,0.0852090216597571
"205",0.581525472029119,0.825803974012258,0.0177265239589432,0.0300522043881954
"206",0.982902418096423,0.663638361363628,0.476469550742422,0.315630297728918
"207",0.83310581700471,0.813370085724096,0.915906655076644,0.627960086363336
"208",0.844300157222559,0.319295043338837,0.472882277022467,0.145749940241356
"209",0.700435252555355,0.712753934972276,0.731562071596048,0.832704225786928
"210",0.150725095471493,0.857662688124981,0.487759224533991,0.501336779252997
"211",0.885586299983266,0.738120287005471,0.689600884496068,0.0328329364984908
"212",0.889461654067096,0.907335546045722,0.965723269632774,0.96546647541131
"213",0.768767410113725,0.439113319469725,0.131823170196579,0.546458651233602
"214",0.715955510508591,0.878786840838776,0.307083738996475,0.431515356512124
"215",0.408156123025961,0.667581500188874,0.936693390971622,0.267471091396459
"216",0.52987060500552,0.32033022533171,0.143582338609184,0.60237941591502
"217",0.303556316776229,0.550374209356769,0.717458232829356,0.515220466305302
"218",0.487087778929616,0.760423356555684,0.0915020985888303,0.647048711451402
"219",0.820313237430242,0.362727525043734,0.404759565539233,0.232992372994759
"220",0.490467483042722,0.607493203525294,0.807469954589708,0.23654601274845
"221",0.943140007021923,0.471365303292392,0.160548707025267,0.573452096705904
"222",0.640157560257711,0.60039882716679,0.164757818315171,0.321023328899013
"223",0.538421965008632,0.298319427516241,0.742791924720439,0.805819475285016
"224",0.770540498464402,0.557950748236824,0.223613496604041,0.0632201236316883
"225",0.621908547498772,0.550105778213963,0.252123266330631,0.0679815113618
"226",0.810308722783389,0.788788293194433,0.531204542442804,0.541984798523587
"227",0.981921366236486,0.47783908540266,0.513163744144962,0.102726946508308
"228",0.627168720352884,0.855145380418725,0.173281592458938,0.773133208027629
"229",0.270229788617593,0.913948416899662,0.686209978270399,0.732659914521735
"230",0.648184757434884,0.672267481299949,0.76534776760564,0.383259906013662
"231",0.785828075621103,0.980084123256687,0.627280494780862,0.0828541172418137
"232",0.476279867938505,0.841811683193003,0.642479997007912,0.0356582338038883
"233",0.742223837506453,0.58565275819627,0.265915370630424,0.552000737369836
"234",0.948314661138517,0.93486688672371,0.634542852499075,0.191988475232992
"235",0.997896908222874,0.734096813663329,0.857612642375549,0.119019119233654
"236",0.282362542453402,0.499683107218967,0.77998446652086,0.65967912053976
"237",0.478002714497219,0.788379092244036,0.399819938600156,0.283789375779406
"238",0.947562054809276,0.869209710398097,0.13305474114013,0.998545592019857
"239",0.751799880620084,0.776356182069983,0.353975066874705,0.549485008498779
"240",0.988611904376857,0.459392832384475,0.58790644848961,0.316460890751155
"241",0.847169350933001,0.962996643093564,0.451055032854681,0.717998535758122
"242",0.398223079150611,0.479398226019076,0.559833499272177,0.230581643623491
"243",0.493714556010087,0.877816038988948,0.178278439146743,0.521971325678082
"244",0.117809006841721,0.945481131890594,0.524747970838952,0.157582493616552
"245",0.964649309158213,0.861057281716159,0.717872346326559,0.780262596804157
"246",0.89169489562577,0.759627553193036,0.514783199375963,0.778329218541337
"247",0.846529511504948,0.674304417504653,0.606676442018962,0.314778714107437
"248",0.930160662858237,0.78557772171994,0.143333070865082,0.897918051875114
"249",0.852267223976655,0.616899417595561,0.279713653900729,0.400014299156606
"250",0.81327290997039,0.728561642016629,0.0579578336871487,0.25619805602725
"251",0.444787333227257,0.58866484105288,0.216885383832014,0.921602233071719
"252",0.865747598510682,0.89732016390845,0.0358732197764816,0.116611593962446
"253",0.689583310549527,0.662827356574059,0.609546763442747,0.535113433113797
"254",0.821700538478218,0.941028252399071,0.0532243302340379,0.335083653505742
"255",0.447665048229751,0.992351902613446,0.633508219864207,0.761996246906954
"256",0.944184144400277,0.629523653602331,0.339181043589693,0.779591772230661
"257",0.702735717828951,0.924886531358045,0.573922836674063,0.826548007477423
"258",0.595874647639257,0.302438191813302,0.437209082545316,0.190669109794169
"259",0.335116083266218,0.602305136798082,0.239965052087641,0.264524209923166
"260",0.684508963512354,0.906825884127709,0.343091576961726,0.174257205456786
"261",0.727856576662445,0.932604561689155,0.186056193049536,0.370201781195105
"262",0.834797815811915,0.596633094154595,0.9750238638719,0.532856521652938
"263",0.743414130580498,0.548841704669174,0.00309519395292183,0.678597317119951
"264",0.729454545241325,0.669802977580274,0.164782802014625,0.621918592788029
"265",0.419571990528393,0.497720323474062,0.602010423964084,0.532981612984288
"266",0.759339662248133,0.858117576905216,0.586751455209494,0.354350402632758
"267",0.585452898041507,0.745407936153968,0.810220307883668,0.340255820929045
"268",0.650127764341596,0.876524119939184,0.825892179752659,0.286329407395088
"269",0.703745506658648,0.981955288261055,0.291414771014591,0.21239027282964
"270",0.933106385347663,0.846556968136059,0.405054324768513,0.0493223075122571
"271",0.538028735367186,0.866713613088471,0.39844653325408,0.0440636797580712
"272",0.647169591674468,0.84942391334977,0.162448855174653,0.0166101899926489
"273",0.58073325481232,0.601792167814903,0.492207062683913,0.757259619077744
"274",0.74347967212218,0.708603986980547,0.454330277902758,0.601006625461153
"275",0.846169942049688,0.664322742607576,0.670012528265784,0.209678981416956
"276",0.655673365128417,0.863406120795314,0.25533714008593,0.386862628491873
"277",0.885962420596447,0.434904880686091,0.051495555545447,0.0810306005648087
"278",0.851532493968435,0.918239536499622,0.248202486674149,0.353594390156832
"279",0.510061390721905,0.562823943392035,0.808164582870694,0.243178892787315
"280",0.994282647996552,0.738351747076481,0.0929220975073657,0.901659104284986
"281",0.877917574721113,0.652564298784859,0.809385446905138,0.203691444813934
"282",0.745936840952238,0.604432520412746,0.997529029069805,0.257028765427452
"283",0.972441158885333,0.931699618616864,0.698293831208749,0.0599816942090355
"284",0.760251430873913,0.911047874355676,0.930546522517327,0.0410596261272903
"285",0.392736473512505,0.884412104410469,0.546210786538917,0.613893532234413
"286",0.968175886665742,0.747558961592857,0.448698946299239,0.715480439254545
"287",0.636588266627248,0.651579606144104,0.00448997277118699,0.732585024097362
"288",0.32862072142649,0.840124310354281,0.575744300187353,0.873596487922907
"289",0.218362745044951,0.860315154861151,0.283490271525751,0.435539245456297
"290",0.874935944127215,0.983464057769817,0.863092367918394,0.494987827013657
"291",0.855740214744031,0.8822942266426,0.121525927892923,0.69557833899271
"292",0.555792140721686,0.971052514785538,0.565118578610051,0.992879963426022
"293",0.936519444592725,0.785464294294708,0.200587238522689,0.587957255953675
"294",0.480600222755682,0.671537730117643,0.828183711287403,0.0952687614863284
"295",0.830913419637837,0.962026071366213,0.855039837235193,0.716434276342956
"296",0.754918807179537,0.815673752358042,0.315273405687608,0.179283516791243
"297",0.968146419830573,0.860310603892814,0.327507148704297,0.275447513287929
"298",0.261792197795097,0.471428664868909,0.0726440662331634,0.872101182161939
"299",0.997327625363095,0.753728556334934,0.313825420971727,0.386584572903001
"300",0.904670492695337,0.755957372578906,0.927415063762647,0.793728984777231
"301",0.624076581594454,0.689786058898562,0.0105649753524768,0.46940159253685
"302",0.756512160419271,0.755631906699268,0.690785060210854,0.916053502819099
"303",0.892897513862553,0.687165920872078,0.592043817403844,0.428536868628566
"304",0.355299239755938,0.726127416909186,0.271877941462926,0.462242392122162
"305",0.802122880014431,0.630987260495769,0.124809483313865,0.301779914383008
"306",0.94502275140108,0.813978737309722,0.0365296202355206,0.628507748042382
"307",0.808612855237479,0.744091796635423,0.475518318569051,0.375932210987814
"308",0.336059211059231,0.851018691847601,0.474954687120144,0.3719997809522
"309",0.808388419986101,0.59135863724835,0.20677090642716,0.658375406273181
"310",0.782839909357178,0.73510268331943,0.529435602928824,0.115001733883206
"311",0.982803987969365,0.813948719377425,0.595400835045687,0.194091474960061
"312",0.373862455767167,0.604633514534079,0.896336645052743,0.627125413461457
"313",0.940913273247652,0.994897087167105,0.107121770508171,0.431231674771847
"314",0.522411900565217,0.308386573743015,0.272753389560734,0.981112985801291
"315",0.593614226104925,0.849200992363274,0.360259698063973,0.467245879340945
"316",0.547111066984583,0.746677455822022,0.850278195771936,0.828262158893668
"317",0.747129566626427,0.809448926424306,0.509699974944594,0.652167842498842
"318",0.449080156549797,0.850404798252761,0.956860329440064,0.715558838134797
"319",0.680166524583413,0.792708090636704,0.953055170105214,0.529415550941845
"320",0.662730492247022,0.832118348424777,0.940759951451185,0.752276487285846
"321",0.811714768566214,0.795246711825985,0.502858593408766,0.511108734041796
"322",0.731577696918946,0.510772878280299,0.208612353232389,0.963001063706973
"323",0.829694332012221,0.686417356733893,0.23820002522011,0.773680043772352
"324",0.660038374104852,0.865790728365329,0.385745428482688,0.233196529284297
"325",0.603362342216704,0.375300769999866,0.600648232456039,0.411752947973416
"326",0.468672751555591,0.200517767779349,0.462090447081894,0.421874041051819
"327",0.930745377956531,0.691589948773569,0.826456516997415,0.656661909080285
"328",0.858600351827064,0.80110222131955,0.976143679251335,0.616843615899154
"329",0.520686323790521,0.701453098234269,0.063207786488789,0.893573325482955
"330",0.8491536827034,0.907665967559817,0.756876407108121,0.883257121226191
"331",0.864432671992368,0.595369925586644,0.701169227910443,0.154083101182383
"332",0.740800711093895,0.766311812083015,0.205040198867241,0.291911344262242
